itching,Ndal_skin_eruptions,continuous_sneezing,shivering,joint_pain,stomach_pain,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,anxiety,cough,high_fever,progNsis,Description,treatment
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Typhoid,An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset  with fever  headache  constipation  malaise  chills  and muscle pain. Diarrhea is uncommon  and vomiting is Nt usually severe.,The only effective treatment for typhoid is antibiotics. The most commonly used are ciprofloxacin (for Nn-pregnant adults) and ceftriaxone
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,Avoid alcohol and use medications with care. Your liver may have difficulty processing medications and alcohol.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Hepatitis B,Hepatitis B is an infection of your liver. It can cause scarring of the organ  liver failure  and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood  open sores  or body fluids of someone who has the hepatitis B virus.,Treatment for chronic hepatitis B may include: Antiviral medications. Several antiviral medications — including entecavir (Baraclude)  teNfovir (Viread)  lamivudine (Epivir)  adefovir (Hepsera) and telbivudine (Tyzeka) — can help fight the virus and slow its ability to damage your liver
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Hepatitis B,Hepatitis B is an infection of your liver. It can cause scarring of the organ  liver failure  and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood  open sores  or body fluids of someone who has the hepatitis B virus.,Treatment for chronic hepatitis B may include: Antiviral medications. Several antiviral medications — including entecavir (Baraclude)  teNfovir (Viread)  lamivudine (Epivir)  adefovir (Hepsera) and telbivudine (Tyzeka) — can help fight the virus and slow its ability to damage your liver
